DB01396,structures_ligand_01251_out.pdbqt,-14.3
DB08520,structures_ligand_07066_out.pdbqt,-14.2
DB01926,structures_ligand_01777_out.pdbqt,-14.2
DB09124,structures_ligand_07651_out.pdbqt,-14.2
DB00320,structures_ligand_00220_out.pdbqt,-14.2
DB12415,structures_ligand_09187_out.pdbqt,-14.2
DB14773,structures_ligand_11297_out.pdbqt,-14.2
DB08871,structures_ligand_07389_out.pdbqt,-14.2
DB04805,structures_ligand_04540_out.pdbqt,-14.2
DB00324,structures_ligand_00224_out.pdbqt,-14.2
DB03276,structures_ligand_03050_out.pdbqt,-14.2
DB14066,structures_ligand_10809_out.pdbqt,-14.2
DB08973,structures_ligand_07521_out.pdbqt,-14.1
DB12467,structures_ligand_09233_out.pdbqt,-14.1
DB11476,structures_ligand_08429_out.pdbqt,-14.1
DB11274,structures_ligand_08280_out.pdbqt,-14.1
DB00877,structures_ligand_00789_out.pdbqt,-14.1
DB00976,structures_ligand_00886_out.pdbqt,-14.1
DB12194,structures_ligand_09008_out.pdbqt,-14.1
DB06595,structures_ligand_05234_out.pdbqt,-14.1
DB02112,structures_ligand_01958_out.pdbqt,-14.0
DB06638,structures_ligand_05261_out.pdbqt,-14.0
DB04111,structures_ligand_03839_out.pdbqt,-14.0
DB08815,structures_ligand_07344_out.pdbqt,-14.0
DB11829,structures_ligand_08703_out.pdbqt,-14.0
DB00541,structures_ligand_00449_out.pdbqt,-14.0
DB00361,structures_ligand_00262_out.pdbqt,-14.0
DB15442,structures_ligand_11705_out.pdbqt,-14.0
DB04376,structures_ligand_04105_out.pdbqt,-13.9
DB02633,structures_ligand_02449_out.pdbqt,-13.9
DB12501,structures_ligand_09260_out.pdbqt,-13.9
DB12427,structures_ligand_09198_out.pdbqt,-13.9
DB11431,structures_ligand_08390_out.pdbqt,-13.9
DB14870,structures_ligand_11351_out.pdbqt,-13.9
DB13014,structures_ligand_09674_out.pdbqt,-13.9
DB15233,structures_ligand_11571_out.pdbqt,-13.9
DB15527,structures_ligand_11738_out.pdbqt,-13.9
DB01078,structures_ligand_00984_out.pdbqt,-13.9
DB15371,structures_ligand_11660_out.pdbqt,-13.9
DB15367,structures_ligand_11659_out.pdbqt,-13.9
DB12799,structures_ligand_09499_out.pdbqt,-13.9
DB04845,structures_ligand_04583_out.pdbqt,-13.8
DB13710,structures_ligand_10451_out.pdbqt,-13.8
DB00894,structures_ligand_00805_out.pdbqt,-13.8
DB06666,structures_ligand_05276_out.pdbqt,-13.8
DB01548,structures_ligand_01398_out.pdbqt,-13.8
DB00764,structures_ligand_00677_out.pdbqt,-13.8
DB01897,structures_ligand_01751_out.pdbqt,-13.8
DB15585,structures_ligand_11773_out.pdbqt,-13.8
DB09297,structures_ligand_07871_out.pdbqt,-13.8
DB11929,structures_ligand_08787_out.pdbqt,-13.8
DB05212,structures_ligand_04737_out.pdbqt,-13.8
DB11467,structures_ligand_08420_out.pdbqt,-13.7
DB11545,structures_ligand_08478_out.pdbqt,-13.7
DB14214,structures_ligand_10950_out.pdbqt,-13.7
DB15328,structures_ligand_11634_out.pdbqt,-13.7
DB01451,structures_ligand_01305_out.pdbqt,-13.7
DB01369,structures_ligand_01234_out.pdbqt,-13.7
DB05263,structures_ligand_04757_out.pdbqt,-13.7
DB06800,structures_ligand_05409_out.pdbqt,-13.7
DB00602,structures_ligand_00511_out.pdbqt,-13.7
DB14659,structures_ligand_11225_out.pdbqt,-13.7
DB07375,structures_ligand_05968_out.pdbqt,-13.7
DB01569,structures_ligand_01419_out.pdbqt,-13.7
DB12553,structures_ligand_09302_out.pdbqt,-13.7
DB00378,structures_ligand_00280_out.pdbqt,-13.7
DB01260,structures_ligand_01167_out.pdbqt,-13.7
DB11971,structures_ligand_08824_out.pdbqt,-13.7
DB00646,structures_ligand_00556_out.pdbqt,-13.7
DB01480,structures_ligand_01334_out.pdbqt,-13.7
DB04431,structures_ligand_04182_out.pdbqt,-13.7
DB00728,structures_ligand_00638_out.pdbqt,-13.7
DB15023,structures_ligand_11445_out.pdbqt,-13.7
DB07373,structures_ligand_05966_out.pdbqt,-13.7
DB01339,structures_ligand_01212_out.pdbqt,-13.6
DB15688,structures_ligand_11847_out.pdbqt,-13.6
DB06786,structures_ligand_05390_out.pdbqt,-13.6
DB03696,structures_ligand_03437_out.pdbqt,-13.6
DB11363,structures_ligand_08334_out.pdbqt,-13.6
DB14878,structures_ligand_11355_out.pdbqt,-13.6
DB00990,structures_ligand_00901_out.pdbqt,-13.6
DB13223,structures_ligand_09866_out.pdbqt,-13.6
DB01806,structures_ligand_01665_out.pdbqt,-13.6
DB03219,structures_ligand_02995_out.pdbqt,-13.6
DB00621,structures_ligand_00531_out.pdbqt,-13.6
DB03001,structures_ligand_02790_out.pdbqt,-13.6
DB11614,structures_ligand_08525_out.pdbqt,-13.6
DB11275,structures_ligand_08281_out.pdbqt,-13.6
DB11925,structures_ligand_08785_out.pdbqt,-13.6
DB00620,structures_ligand_00530_out.pdbqt,-13.6
DB12391,structures_ligand_09166_out.pdbqt,-13.6
DB15532,structures_ligand_11739_out.pdbqt,-13.6
DB03621,structures_ligand_03369_out.pdbqt,-13.6
DB15399,structures_ligand_11677_out.pdbqt,-13.6
DB06295,structures_ligand_05113_out.pdbqt,-13.6
DB00309,structures_ligand_00208_out.pdbqt,-13.5
DB15419,structures_ligand_11691_out.pdbqt,-13.5
DB12185,structures_ligand_09000_out.pdbqt,-13.5
DB06622,structures_ligand_05249_out.pdbqt,-13.5
DB00681,structures_ligand_00592_out.pdbqt,-13.5
DB11630,structures_ligand_08536_out.pdbqt,-13.5
DB01590,structures_ligand_01465_out.pdbqt,-13.5
DB08970,structures_ligand_07518_out.pdbqt,-13.5
DB12586,structures_ligand_09330_out.pdbqt,-13.5
DB08153,structures_ligand_06718_out.pdbqt,-13.5
DB00687,structures_ligand_00598_out.pdbqt,-13.5
DB01201,structures_ligand_01109_out.pdbqt,-13.5
DB06634,structures_ligand_05257_out.pdbqt,-13.5
DB08906,structures_ligand_07415_out.pdbqt,-13.5
DB11859,structures_ligand_08727_out.pdbqt,-13.5
DB01108,structures_ligand_01014_out.pdbqt,-13.5
DB12081,structures_ligand_08915_out.pdbqt,-13.5
DB14152,structures_ligand_10901_out.pdbqt,-13.5
DB00511,structures_ligand_00418_out.pdbqt,-13.5
DB00704,structures_ligand_00614_out.pdbqt,-13.5
DB09158,structures_ligand_07722_out.pdbqt,-13.5
DB06250,structures_ligand_05087_out.pdbqt,-13.5
DB06290,structures_ligand_05110_out.pdbqt,-13.5
DB02789,structures_ligand_02589_out.pdbqt,-13.5
DB01572,structures_ligand_01422_out.pdbqt,-13.5
DB07814,structures_ligand_06388_out.pdbqt,-13.5
DB00860,structures_ligand_00772_out.pdbqt,-13.5
DB15422,structures_ligand_11692_out.pdbqt,-13.5
DB06870,structures_ligand_05470_out.pdbqt,-13.5
DB00210,structures_ligand_00108_out.pdbqt,-13.4
DB01200,structures_ligand_01108_out.pdbqt,-13.4
DB06925,structures_ligand_05524_out.pdbqt,-13.4
DB14703,structures_ligand_11257_out.pdbqt,-13.4
DB13879,structures_ligand_10662_out.pdbqt,-13.4
DB01485,structures_ligand_01339_out.pdbqt,-13.4
DB01514,structures_ligand_01366_out.pdbqt,-13.4
DB01479,structures_ligand_01333_out.pdbqt,-13.4
DB01708,structures_ligand_01574_out.pdbqt,-13.4
DB00602,structures_ligand_00512_out.pdbqt,-13.4
DB01471,structures_ligand_01324_out.pdbqt,-13.4
DB12477,structures_ligand_09242_out.pdbqt,-13.4
DB02729,structures_ligand_02537_out.pdbqt,-13.4
DB12382,structures_ligand_09158_out.pdbqt,-13.4
DB02854,structures_ligand_02651_out.pdbqt,-13.3
DB07450,structures_ligand_06041_out.pdbqt,-13.3
DB04043,structures_ligand_03775_out.pdbqt,-13.3
DB06871,structures_ligand_05471_out.pdbqt,-13.3
DB08956,structures_ligand_07506_out.pdbqt,-13.3
DB00896,structures_ligand_00808_out.pdbqt,-13.3
DB01192,structures_ligand_01100_out.pdbqt,-13.3
DB13843,structures_ligand_10616_out.pdbqt,-13.3
DB13491,structures_ligand_10196_out.pdbqt,-13.3
DB00844,structures_ligand_00756_out.pdbqt,-13.3
DB15034,structures_ligand_11453_out.pdbqt,-13.3
DB00591,structures_ligand_00499_out.pdbqt,-13.3
DB03933,structures_ligand_03669_out.pdbqt,-13.3
DB13947,structures_ligand_10699_out.pdbqt,-13.3
DB00685,structures_ligand_00596_out.pdbqt,-13.3
DB01410,structures_ligand_01268_out.pdbqt,-13.3
DB04220,structures_ligand_03960_out.pdbqt,-13.3
DB08220,structures_ligand_06783_out.pdbqt,-13.3
DB12168,structures_ligand_08987_out.pdbqt,-13.3
DB02901,structures_ligand_02695_out.pdbqt,-13.3
DB00846,structures_ligand_00758_out.pdbqt,-13.3
DB12350,structures_ligand_09133_out.pdbqt,-13.3
DB01456,structures_ligand_01310_out.pdbqt,-13.3
DB02258,structures_ligand_02096_out.pdbqt,-13.3
DB00967,structures_ligand_00877_out.pdbqt,-13.3
DB06710,structures_ligand_05312_out.pdbqt,-13.3
DB00858,structures_ligand_00770_out.pdbqt,-13.2
DB01710,structures_ligand_01577_out.pdbqt,-13.2
DB12694,structures_ligand_09418_out.pdbqt,-13.2
DB05423,structures_ligand_04812_out.pdbqt,-13.2
DB01384,structures_ligand_01243_out.pdbqt,-13.2
DB15040,structures_ligand_11458_out.pdbqt,-13.2
DB00826,structures_ligand_00739_out.pdbqt,-13.2
DB13793,structures_ligand_10556_out.pdbqt,-13.2
DB06448,structures_ligand_05170_out.pdbqt,-13.2
DB00920,structures_ligand_00832_out.pdbqt,-13.2
DB03466,structures_ligand_03227_out.pdbqt,-13.2
DB14679,structures_ligand_11245_out.pdbqt,-13.2
DB00611,structures_ligand_00521_out.pdbqt,-13.2
DB14769,structures_ligand_11294_out.pdbqt,-13.2
DB14093,structures_ligand_10839_out.pdbqt,-13.2
DB07768,structures_ligand_06345_out.pdbqt,-13.2
DB09215,structures_ligand_07786_out.pdbqt,-13.2
DB11809,structures_ligand_08684_out.pdbqt,-13.2
DB08338,structures_ligand_06895_out.pdbqt,-13.2
DB06230,structures_ligand_05074_out.pdbqt,-13.2
DB06435,structures_ligand_05161_out.pdbqt,-13.2
DB00200,structures_ligand_00098_out.pdbqt,-13.2
DB05903,structures_ligand_04957_out.pdbqt,-13.2
DB15569,structures_ligand_11759_out.pdbqt,-13.2
DB05738,structures_ligand_04923_out.pdbqt,-13.2
DB04574,structures_ligand_04318_out.pdbqt,-13.2
DB09123,structures_ligand_07650_out.pdbqt,-13.2
DB11641,structures_ligand_08543_out.pdbqt,-13.2
DB08827,structures_ligand_07354_out.pdbqt,-13.1
DB08015,structures_ligand_06581_out.pdbqt,-13.1
DB01167,structures_ligand_01075_out.pdbqt,-13.1
DB14583,structures_ligand_11158_out.pdbqt,-13.1
DB13586,structures_ligand_10298_out.pdbqt,-13.1
DB00663,structures_ligand_00575_out.pdbqt,-13.1
DB12322,structures_ligand_09114_out.pdbqt,-13.1
DB15282,structures_ligand_11602_out.pdbqt,-13.1
DB00624,structures_ligand_00534_out.pdbqt,-13.1
DB08890,structures_ligand_07404_out.pdbqt,-13.1
DB12972,structures_ligand_09636_out.pdbqt,-13.1
DB00408,structures_ligand_00308_out.pdbqt,-13.1
DB07447,structures_ligand_06038_out.pdbqt,-13.1
DB01222,structures_ligand_01130_out.pdbqt,-13.1
DB06587,structures_ligand_05229_out.pdbqt,-13.1
DB12892,structures_ligand_09570_out.pdbqt,-13.1
DB01476,structures_ligand_01329_out.pdbqt,-13.1
DB01587,structures_ligand_01462_out.pdbqt,-13.1
DB01541,structures_ligand_01391_out.pdbqt,-13.1
DB15637,structures_ligand_11808_out.pdbqt,-13.1
DB14664,structures_ligand_11230_out.pdbqt,-13.1
DB15039,structures_ligand_11457_out.pdbqt,-13.1
DB01256,structures_ligand_01165_out.pdbqt,-13.1
DB01933,structures_ligand_01783_out.pdbqt,-13.1
DB11522,structures_ligand_08466_out.pdbqt,-13.1
DB07815,structures_ligand_06389_out.pdbqt,-13.1
DB11896,structures_ligand_08759_out.pdbqt,-13.1
DB11651,structures_ligand_08551_out.pdbqt,-13.0
DB01500,structures_ligand_01356_out.pdbqt,-13.0
DB01443,structures_ligand_01299_out.pdbqt,-13.0
DB00497,structures_ligand_00406_out.pdbqt,-13.0
DB13830,structures_ligand_10599_out.pdbqt,-13.0
DB03614,structures_ligand_03363_out.pdbqt,-13.0
DB04834,structures_ligand_04572_out.pdbqt,-13.0
DB00603,structures_ligand_00513_out.pdbqt,-13.0
DB07226,structures_ligand_05821_out.pdbqt,-13.0
DB07189,structures_ligand_05786_out.pdbqt,-13.0
DB03010,structures_ligand_02799_out.pdbqt,-13.0
DB01948,structures_ligand_01797_out.pdbqt,-13.0
DB15579,structures_ligand_11767_out.pdbqt,-13.0
DB06455,structures_ligand_05173_out.pdbqt,-13.0
DB01497,structures_ligand_01353_out.pdbqt,-13.0
DB13246,structures_ligand_09904_out.pdbqt,-13.0
DB13109,structures_ligand_09757_out.pdbqt,-13.0
DB04693,structures_ligand_04430_out.pdbqt,-13.0
DB14950,structures_ligand_11407_out.pdbqt,-13.0
DB01045,structures_ligand_00953_out.pdbqt,-13.0
DB01512,structures_ligand_01364_out.pdbqt,-13.0
DB07479,structures_ligand_06069_out.pdbqt,-13.0
DB00512,structures_ligand_00419_out.pdbqt,-13.0
DB13607,structures_ligand_10324_out.pdbqt,-13.0
DB01524,structures_ligand_01374_out.pdbqt,-13.0
DB12410,structures_ligand_09183_out.pdbqt,-13.0
DB11487,structures_ligand_08436_out.pdbqt,-13.0
DB02724,structures_ligand_02532_out.pdbqt,-13.0
DB02010,structures_ligand_01857_out.pdbqt,-13.0
DB12785,structures_ligand_09490_out.pdbqt,-12.9
DB11769,structures_ligand_08650_out.pdbqt,-12.9
DB11734,structures_ligand_08620_out.pdbqt,-12.9
DB14653,structures_ligand_11219_out.pdbqt,-12.9
DB11986,structures_ligand_08835_out.pdbqt,-12.9
DB15382,structures_ligand_11668_out.pdbqt,-12.9
DB00421,structures_ligand_00323_out.pdbqt,-12.9
DB00543,structures_ligand_00451_out.pdbqt,-12.9
DB03782,structures_ligand_03518_out.pdbqt,-12.9
DB02741,structures_ligand_02547_out.pdbqt,-12.9
DB09015,structures_ligand_07562_out.pdbqt,-12.9
DB13078,structures_ligand_09729_out.pdbqt,-12.9
DB01211,structures_ligand_01119_out.pdbqt,-12.9
DB00327,structures_ligand_00229_out.pdbqt,-12.9
DB12973,structures_ligand_09637_out.pdbqt,-12.9
DB05340,structures_ligand_04778_out.pdbqt,-12.9
DB05038,structures_ligand_04700_out.pdbqt,-12.9
DB14662,structures_ligand_11228_out.pdbqt,-12.9
DB14017,structures_ligand_10770_out.pdbqt,-12.9
DB12369,structures_ligand_09148_out.pdbqt,-12.9
DB08346,structures_ligand_06902_out.pdbqt,-12.9
DB00199,structures_ligand_00097_out.pdbqt,-12.9
DB12096,structures_ligand_08928_out.pdbqt,-12.9
DB14056,structures_ligand_10799_out.pdbqt,-12.9
DB15652,structures_ligand_11820_out.pdbqt,-12.9
DB08010,structures_ligand_06576_out.pdbqt,-12.9
DB11653,structures_ligand_08553_out.pdbqt,-12.9
DB06212,structures_ligand_05059_out.pdbqt,-12.9
DB15315,structures_ligand_11623_out.pdbqt,-12.9
DB05107,structures_ligand_04717_out.pdbqt,-12.9
DB00337,structures_ligand_00238_out.pdbqt,-12.9
DB04269,structures_ligand_04007_out.pdbqt,-12.9
DB01543,structures_ligand_01393_out.pdbqt,-12.9
DB00549,structures_ligand_00457_out.pdbqt,-12.9
DB04529,structures_ligand_04277_out.pdbqt,-12.8
DB06191,structures_ligand_05041_out.pdbqt,-12.8
DB14733,structures_ligand_11275_out.pdbqt,-12.8
DB02621,structures_ligand_02437_out.pdbqt,-12.8
DB12026,structures_ligand_08869_out.pdbqt,-12.8
DB05410,structures_ligand_04801_out.pdbqt,-12.8
DB06888,structures_ligand_05488_out.pdbqt,-12.8
DB14814,structures_ligand_11321_out.pdbqt,-12.8
DB14718,structures_ligand_11266_out.pdbqt,-12.8
DB06287,structures_ligand_05108_out.pdbqt,-12.8
DB13981,structures_ligand_10726_out.pdbqt,-12.8
DB15308,structures_ligand_11620_out.pdbqt,-12.8
DB04038,structures_ligand_03770_out.pdbqt,-12.8
DB02152,structures_ligand_01997_out.pdbqt,-12.8
DB11847,structures_ligand_08720_out.pdbqt,-12.8
DB11616,structures_ligand_08526_out.pdbqt,-12.8
DB04281,structures_ligand_04019_out.pdbqt,-12.8
DB07019,structures_ligand_05617_out.pdbqt,-12.8
DB07514,structures_ligand_06104_out.pdbqt,-12.8
DB08418,structures_ligand_06970_out.pdbqt,-12.8
DB03882,structures_ligand_03619_out.pdbqt,-12.8
DB13061,structures_ligand_09713_out.pdbqt,-12.8
DB12457,structures_ligand_09224_out.pdbqt,-12.8
DB12876,structures_ligand_09556_out.pdbqt,-12.8
DB11691,structures_ligand_08585_out.pdbqt,-12.8
DB06755,structures_ligand_05357_out.pdbqt,-12.8
DB11372,structures_ligand_08341_out.pdbqt,-12.8
DB11476,structures_ligand_08428_out.pdbqt,-12.8
DB03926,structures_ligand_03662_out.pdbqt,-12.8
DB07638,structures_ligand_06223_out.pdbqt,-12.8
DB08676,structures_ligand_07214_out.pdbqt,-12.8
DB08823,structures_ligand_07351_out.pdbqt,-12.8
DB11977,structures_ligand_08828_out.pdbqt,-12.8
DB06307,structures_ligand_05118_out.pdbqt,-12.8
DB12306,structures_ligand_09100_out.pdbqt,-12.8
DB05812,structures_ligand_04938_out.pdbqt,-12.8
DB11442,structures_ligand_08397_out.pdbqt,-12.8
DB14785,structures_ligand_11303_out.pdbqt,-12.8
DB13676,structures_ligand_10412_out.pdbqt,-12.8
DB01426,structures_ligand_01283_out.pdbqt,-12.7
DB12385,structures_ligand_09161_out.pdbqt,-12.7
DB05804,structures_ligand_04935_out.pdbqt,-12.7
DB13610,structures_ligand_10327_out.pdbqt,-12.7
DB06733,structures_ligand_05337_out.pdbqt,-12.7
DB14669,structures_ligand_11235_out.pdbqt,-12.7
DB03802,structures_ligand_03537_out.pdbqt,-12.7
DB12526,structures_ligand_09280_out.pdbqt,-12.7
DB06011,structures_ligand_04984_out.pdbqt,-12.7
DB11611,structures_ligand_08523_out.pdbqt,-12.7
DB01999,structures_ligand_01848_out.pdbqt,-12.7
DB08674,structures_ligand_07212_out.pdbqt,-12.7
DB09534,structures_ligand_08037_out.pdbqt,-12.7
DB13953,structures_ligand_10705_out.pdbqt,-12.7
DB08823,structures_ligand_07350_out.pdbqt,-12.7
DB14652,structures_ligand_11218_out.pdbqt,-12.7
DB01434,structures_ligand_01290_out.pdbqt,-12.7
DB12874,structures_ligand_09554_out.pdbqt,-12.7
DB01248,structures_ligand_01157_out.pdbqt,-12.7
DB02187,structures_ligand_02034_out.pdbqt,-12.7
DB12222,structures_ligand_09030_out.pdbqt,-12.7
DB13054,structures_ligand_09707_out.pdbqt,-12.7
DB01668,structures_ligand_01537_out.pdbqt,-12.7
DB09074,structures_ligand_07604_out.pdbqt,-12.7
DB01526,structures_ligand_01376_out.pdbqt,-12.7
DB11191,structures_ligand_08208_out.pdbqt,-12.7
DB08747,structures_ligand_07281_out.pdbqt,-12.7
DB04011,structures_ligand_03745_out.pdbqt,-12.7
DB00363,structures_ligand_00264_out.pdbqt,-12.7
DB01141,structures_ligand_01046_out.pdbqt,-12.7
DB12669,structures_ligand_09396_out.pdbqt,-12.7
DB13691,structures_ligand_10426_out.pdbqt,-12.7
DB11652,structures_ligand_08552_out.pdbqt,-12.7
DB15675,structures_ligand_11838_out.pdbqt,-12.6
DB13454,structures_ligand_10153_out.pdbqt,-12.6
DB04301,structures_ligand_04038_out.pdbqt,-12.6
DB01538,structures_ligand_01388_out.pdbqt,-12.6
DB13023,structures_ligand_09681_out.pdbqt,-12.6
DB12228,structures_ligand_09036_out.pdbqt,-12.6
DB08293,structures_ligand_06852_out.pdbqt,-12.6
DB13292,structures_ligand_09961_out.pdbqt,-12.6
DB04696,structures_ligand_04433_out.pdbqt,-12.6
DB11943,structures_ligand_08799_out.pdbqt,-12.6
DB11471,structures_ligand_08423_out.pdbqt,-12.6
DB13943,structures_ligand_10696_out.pdbqt,-12.6
DB01988,structures_ligand_01837_out.pdbqt,-12.6
DB09091,structures_ligand_07623_out.pdbqt,-12.6
DB15247,structures_ligand_11583_out.pdbqt,-12.6
DB03373,structures_ligand_03143_out.pdbqt,-12.6
DB08080,structures_ligand_06646_out.pdbqt,-12.6
DB12517,structures_ligand_09273_out.pdbqt,-12.6
DB13169,structures_ligand_09808_out.pdbqt,-12.6
DB01452,structures_ligand_01306_out.pdbqt,-12.6
DB14626,structures_ligand_11192_out.pdbqt,-12.6
DB04868,structures_ligand_04605_out.pdbqt,-12.6
DB04289,structures_ligand_04027_out.pdbqt,-12.6
DB07706,structures_ligand_06287_out.pdbqt,-12.6
DB01134,structures_ligand_01039_out.pdbqt,-12.6
DB11852,structures_ligand_08723_out.pdbqt,-12.6
DB13912,structures_ligand_10673_out.pdbqt,-12.6
DB04016,structures_ligand_03750_out.pdbqt,-12.6
DB06659,structures_ligand_05271_out.pdbqt,-12.6
DB12949,structures_ligand_09616_out.pdbqt,-12.6
DB12782,structures_ligand_09487_out.pdbqt,-12.6
DB04118,structures_ligand_03846_out.pdbqt,-12.6
DB12012,structures_ligand_08858_out.pdbqt,-12.6
DB04881,structures_ligand_04622_out.pdbqt,-12.6
DB12843,structures_ligand_09530_out.pdbqt,-12.6
DB13929,structures_ligand_10685_out.pdbqt,-12.6
DB07393,structures_ligand_05985_out.pdbqt,-12.6
DB14058,structures_ligand_10801_out.pdbqt,-12.6
DB01338,structures_ligand_01211_out.pdbqt,-12.6
DB02342,structures_ligand_02177_out.pdbqt,-12.6
DB13602,structures_ligand_10319_out.pdbqt,-12.6
DB08703,structures_ligand_07238_out.pdbqt,-12.5
DB00834,structures_ligand_00747_out.pdbqt,-12.5
DB13867,structures_ligand_10651_out.pdbqt,-12.5
DB12051,structures_ligand_08890_out.pdbqt,-12.5
DB00334,structures_ligand_00235_out.pdbqt,-12.5
DB09374,structures_ligand_07932_out.pdbqt,-12.5
DB14542,structures_ligand_11127_out.pdbqt,-12.5
DB00984,structures_ligand_00894_out.pdbqt,-12.5
DB11551,structures_ligand_08481_out.pdbqt,-12.5
DB00137,structures_ligand_00036_out.pdbqt,-12.5
DB01301,structures_ligand_01192_out.pdbqt,-12.5
DB04177,structures_ligand_03920_out.pdbqt,-12.5
DB01531,structures_ligand_01381_out.pdbqt,-12.5
DB01177,structures_ligand_01085_out.pdbqt,-12.5
DB00673,structures_ligand_00584_out.pdbqt,-12.5
DB14538,structures_ligand_11123_out.pdbqt,-12.5
DB02052,structures_ligand_01899_out.pdbqt,-12.5
DB02519,structures_ligand_02342_out.pdbqt,-12.5
